Majority.protein.IDs	Protein.ID	Entry.Name	Gene.names	Protein.Length	Coverage	Organism	Protein.Existence	Description	Protein.Probability	Top.Peptide.Probability	razorUniqueCount	spectraCount	razorUniqueCount.MIAPACA_1	razorUniqueCount.MIAPACA_2	razorUniqueCount.MIAPACA_3	razorUniqueCount.MIAPACA_4	razorUniqueCount.MIAPACA_5	razorUniqueCount.MIAPACA_AG205_1	razorUniqueCount.MIAPACA_AG205_2	razorUniqueCount.MIAPACA_AG205_3	razorUniqueCount.MIAPACA_AG205_4	razorUniqueCount.MIAPACA_AG205_5	razorUniqueCount.PGRMC1_1	razorUniqueCount.PGRMC1_2	razorUniqueCount.PGRMC1_3	razorUniqueCount.PGRMC1_4	razorUniqueCount.PGRMC1_5	razorUniqueCount.PGRMC1_AG205_1	razorUniqueCount.PGRMC1_AG205_2	razorUniqueCount.PGRMC1_AG205_3	razorUniqueCount.PGRMC1_AG205_4	razorUniqueCount.PGRMC1_AG205_5	Indistinguishable.Proteins	Potential.contaminant	quantified	logFC_PGRMC1__vs__MIAPACA	AveExpr_PGRMC1__vs__MIAPACA	t_PGRMC1__vs__MIAPACA	P.Value_PGRMC1__vs__MIAPACA	adj.P.Val_PGRMC1__vs__MIAPACA	B_PGRMC1__vs__MIAPACA	logFC_PGRMC1_AG205__vs__MIAPACA_AG205	AveExpr_PGRMC1_AG205__vs__MIAPACA_AG205	t_PGRMC1_AG205__vs__MIAPACA_AG205	P.Value_PGRMC1_AG205__vs__MIAPACA_AG205	adj.P.Val_PGRMC1_AG205__vs__MIAPACA_AG205	B_PGRMC1_AG205__vs__MIAPACA_AG205	logFC_PGRMC1__vs__PGRMC1_AG205	AveExpr_PGRMC1__vs__PGRMC1_AG205	t_PGRMC1__vs__PGRMC1_AG205	P.Value_PGRMC1__vs__PGRMC1_AG205	adj.P.Val_PGRMC1__vs__PGRMC1_AG205	B_PGRMC1__vs__PGRMC1_AG205	logFC_MIAPACA__vs__MIAPACA_AG205	AveExpr_MIAPACA__vs__MIAPACA_AG205	t_MIAPACA__vs__MIAPACA_AG205	P.Value_MIAPACA__vs__MIAPACA_AG205	adj.P.Val_MIAPACA__vs__MIAPACA_AG205	B_MIAPACA__vs__MIAPACA_AG205	TotalIntensity_MIAPACA_1	TotalIntensity_MIAPACA_2	TotalIntensity_MIAPACA_3	TotalIntensity_MIAPACA_4	TotalIntensity_MIAPACA_5	TotalIntensity_MIAPACA_AG205_1	TotalIntensity_MIAPACA_AG205_2	TotalIntensity_MIAPACA_AG205_3	TotalIntensity_MIAPACA_AG205_4	TotalIntensity_MIAPACA_AG205_5	TotalIntensity_PGRMC1_1	TotalIntensity_PGRMC1_2	TotalIntensity_PGRMC1_3	TotalIntensity_PGRMC1_4	TotalIntensity_PGRMC1_5	TotalIntensity_PGRMC1_AG205_1	TotalIntensity_PGRMC1_AG205_2	TotalIntensity_PGRMC1_AG205_3	TotalIntensity_PGRMC1_AG205_4	TotalIntensity_PGRMC1_AG205_5	UniqueIntensity_MIAPACA_1	UniqueIntensity_MIAPACA_2	UniqueIntensity_MIAPACA_3	UniqueIntensity_MIAPACA_4	UniqueIntensity_MIAPACA_5	UniqueIntensity_MIAPACA_AG205_1	UniqueIntensity_MIAPACA_AG205_2	UniqueIntensity_MIAPACA_AG205_3	UniqueIntensity_MIAPACA_AG205_4	UniqueIntensity_MIAPACA_AG205_5	UniqueIntensity_PGRMC1_1	UniqueIntensity_PGRMC1_2	UniqueIntensity_PGRMC1_3	UniqueIntensity_PGRMC1_4	UniqueIntensity_PGRMC1_5	UniqueIntensity_PGRMC1_AG205_1	UniqueIntensity_PGRMC1_AG205_2	UniqueIntensity_PGRMC1_AG205_3	UniqueIntensity_PGRMC1_AG205_4	UniqueIntensity_PGRMC1_AG205_5	Intensity_MIAPACA_1	Intensity_MIAPACA_2	Intensity_MIAPACA_3	Intensity_MIAPACA_4	Intensity_MIAPACA_5	Intensity_MIAPACA_AG205_1	Intensity_MIAPACA_AG205_2	Intensity_MIAPACA_AG205_3	Intensity_MIAPACA_AG205_4	Intensity_MIAPACA_AG205_5	Intensity_PGRMC1_1	Intensity_PGRMC1_2	Intensity_PGRMC1_3	Intensity_PGRMC1_4	Intensity_PGRMC1_5	Intensity_PGRMC1_AG205_1	Intensity_PGRMC1_AG205_2	Intensity_PGRMC1_AG205_3	Intensity_PGRMC1_AG205_4	Intensity_PGRMC1_AG205_5	LFQIntensity_MIAPACA_1	LFQIntensity_MIAPACA_2	LFQIntensity_MIAPACA_3	LFQIntensity_MIAPACA_4	LFQIntensity_MIAPACA_5	LFQIntensity_MIAPACA_AG205_1	LFQIntensity_MIAPACA_AG205_2	LFQIntensity_MIAPACA_AG205_3	LFQIntensity_MIAPACA_AG205_4	LFQIntensity_MIAPACA_AG205_5	LFQIntensity_PGRMC1_1	LFQIntensity_PGRMC1_2	LFQIntensity_PGRMC1_3	LFQIntensity_PGRMC1_4	LFQIntensity_PGRMC1_5	LFQIntensity_PGRMC1_AG205_1	LFQIntensity_PGRMC1_AG205_2	LFQIntensity_PGRMC1_AG205_3	LFQIntensity_PGRMC1_AG205_4	LFQIntensity_PGRMC1_AG205_5	ImputedIntensity_MIAPACA_1	ImputedIntensity_MIAPACA_2	ImputedIntensity_MIAPACA_3	ImputedIntensity_MIAPACA_4	ImputedIntensity_MIAPACA_5	ImputedIntensity_MIAPACA_AG205_1	ImputedIntensity_MIAPACA_AG205_2	ImputedIntensity_MIAPACA_AG205_3	ImputedIntensity_MIAPACA_AG205_4	ImputedIntensity_MIAPACA_AG205_5	ImputedIntensity_PGRMC1_1	ImputedIntensity_PGRMC1_2	ImputedIntensity_PGRMC1_3	ImputedIntensity_PGRMC1_4	ImputedIntensity_PGRMC1_5	ImputedIntensity_PGRMC1_AG205_1	ImputedIntensity_PGRMC1_AG205_2	ImputedIntensity_PGRMC1_AG205_3	ImputedIntensity_PGRMC1_AG205_4	ImputedIntensity_PGRMC1_AG205_5
sp|Q13347|EIF3I_HUMAN	Q13347	EIF3I_HUMAN	EIF3I	325	56.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit I	1	0.999	10	56	5	3	4	2	3	1	2	2	3	2	5	3	4	2	3	2	2	3	1	4			+	0.115130094078491	26.1206402002159	0.40757473217223	0.69286328369415	0.752958568504357	-7.87861190216951	-0.471904602377879	24.9830724511804	-0.704166157962779	0.498499011760744	0.631328811752419	-7.36022870333127	1.43108509726373	25.4626626986233	2.47701738653541	0.0340552844118889	0.0732704604013368	-5.13195138127077	0.844050400807369	25.641049952773	1.91392650212607	0.0870946280565579	0.137161965072435	-6.16183764616731	26.0906295094266	26.215488564183	25.8993455817482	26.1905671066372	25.9193450038882	NA	NA	25.7378251824961	25.6764459896799	26.3283063634255	26.549369180647	25.0226079125794	26.3315114011032	26.4229310659333	26.564606676013	NA	NA	25.4085685518782	NA	26.4493950274965	26.0906295094266	26.215488564183	25.8993455817482	26.1905671066372	25.9193450038882	NA	NA	25.7378251824961	25.6764459896799	26.3283063634255	26.549369180647	25.0226079125794	26.3315114011032	26.4229310659333	26.564606676013	NA	NA	25.4085685518782	NA	26.4493950274965	26.0906295094266	26.215488564183	25.8993455817482	26.1905671066372	25.9193450038882	NA	NA	25.7378251824961	25.6764459896799	26.3283063634255	26.549369180647	25.0226079125794	26.3315114011032	26.4229310659333	26.564606676013	NA	NA	25.4085685518782	NA	26.4493950274965	26.0906295094266	26.215488564183	25.8993455817482	26.1905671066372	25.9193450038882	NA	NA	25.7378251824961	25.6764459896799	26.3283063634255	26.549369180647	25.0226079125794	26.3315114011032	26.4229310659333	26.564606676013	NA	NA	25.4085685518782	NA	26.4493950274965	26.0906295094266	26.215488564183	25.8993455817482	26.1905671066372	25.9193450038882	24.6598614225259	23.6926848037192	25.7378251824961	25.6764459896799	26.3283063634255	26.549369180647	25.0226079125794	26.3315114011032	26.4229310659333	26.564606676013	24.6946117169102	23.4174550998824	25.4085685518782	23.7655703537898	26.4493950274965
sp|Q13405|RM49_HUMAN	Q13405	RM49_HUMAN	MRPL49	166	15.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L49, mitochondrial	0.9881	0.9986	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q13426|XRCC4_HUMAN	Q13426	XRCC4_HUMAN	XRCC4	336	5.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA repair protein XRCC4	0.9914	0.999	1	13	1	1	1	2	2	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q13427|PPIG_HUMAN	Q13427	PPIG_HUMAN	PPIG	754	16.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase G	1	0.999	2	14	1	1	1	2	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q13459|MYO9B_HUMAN	Q13459	MYO9B_HUMAN	MYO9B	2157	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-IXb	1	0.9988	3	7	0	0	0	0	0	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.255401206687	NA	NA	23.7597158205223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.255401206687	NA	NA	23.7597158205223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.255401206687	NA	NA	23.7597158205223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.255401206687	NA	NA	23.7597158205223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.255401206687	NA	NA	23.7597158205223	NA	NA	NA	NA	NA
sp|Q13488|VPP3_HUMAN	Q13488	VPP3_HUMAN	TCIRG1	830	32.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-type proton ATPase 116 kDa subunit a3	1	0.999	13	100	5	9	8	5	10	6	4	8	5	9	2	1	1	2	1	6	2	4	6	6			+	-2.0181052019763	25.5313030306242	-5.53701499879521	0.000329437430356349	0.00117933063304038	-0.498743357055571	0.0382648630252831	26.2238819515853	0.383253043585646	0.710104968101331	0.792935036464396	-7.54653244687723	-1.72076395346187	25.382632406367	-4.70088237912374	0.000987486334507945	0.00451361768618724	-1.4686753985264	0.335606111539722	26.3725525758425	4.02043138281377	0.00286480309557024	0.00767551018058442	-2.70465371351835	26.5264203157134	26.4477320137204	26.5500357118624	26.7334082568139	26.4014742067418	26.2324914866584	26.3060614112131	26.1494959545267	26.3014547484762	26.0068484072212	25.4299926775271	NA	NA	25.4092210315542	NA	26.2382007694285	26.1844436266893	26.3604898642966	26.054076801599	26.4479640130744	26.5264203157134	26.4477320137204	26.5658428298314	26.7334082568139	26.4283747419825	26.2324914866584	26.3060614112131	26.1494959545267	26.3014547484762	26.0342439994886	25.4299926775271	NA	NA	25.4092210315542	NA	26.2382007694285	26.114340467091	26.3604898642966	26.054076801599	26.4479640130744	26.5264203157134	26.4477320137204	26.5658428298314	26.7334082568139	26.4283747419825	26.2324914866584	26.3060614112131	26.1494959545267	26.3014547484762	26.0342439994886	25.4299926775271	NA	NA	25.4092210315542	NA	26.2382007694285	26.114340467091	26.3604898642966	26.054076801599	26.4479640130744	26.5264203157134	26.4477320137204	26.5658428298314	26.7334082568139	26.4283747419825	26.2324914866584	26.3060614112131	26.1494959545267	26.3014547484762	26.0342439994886	25.4299926775271	NA	NA	25.4092210315542	NA	26.2382007694285	26.114340467091	26.3604898642966	26.054076801599	26.4479640130744	26.5264203157134	26.4477320137204	26.5658428298314	26.7334082568139	26.4283747419825	26.2324914866584	26.3060614112131	26.1494959545267	26.3014547484762	26.0342439994886	25.4299926775271	23.5878042352598	24.3228052141619	25.4092210315542	23.8614289896771	26.2382007694285	26.114340467091	26.3604898642966	26.054076801599	26.4479640130744
sp|Q13492|PICAL_HUMAN	Q13492	PICAL_HUMAN	PICALM	652	9.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol-binding clathrin assembly protein	0.9913	0.999	1	19	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	2	1	2				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q13501|SQSTM_HUMAN	Q13501	SQSTM_HUMAN	SQSTM1	440	50.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sequestosome-1	1	0.999	8	104	0	0	0	0	0	9	8	9	6	9	0	0	0	0	0	15	12	10	15	11			+	0.140338808288149	23.8866588829157	0.523184615667461	0.613154037335354	0.686474690945757	-7.82044404754094	0.479480913941483	28.950947819065	2.73229053065134	0.0223809954626124	0.0597762010474788	-4.59951765817856	-5.23385998897601	26.5737582815478	-19.6316108924918	5.81270789537217e-09	2.47621356342854e-07	11.3460278194449	-4.89471788332267	26.263848420433	-27.664856059784	3.39352516700145e-10	5.78256688457047e-08	14.2162544765097	NA	NA	NA	NA	NA	28.4499686224204	28.6127819015373	28.7417952012589	28.8319356715971	28.9195554136577	NA	NA	NA	NA	NA	29.2778394616295	29.2905175521743	29.2991808940114	29.5105822447756	28.575321227588	NA	NA	NA	NA	NA	28.4499686224204	28.6127819015373	28.7417952012589	28.8319356715971	28.9195554136577	NA	NA	NA	NA	NA	29.2778394616295	29.2905175521743	29.2991808940114	29.5105822447756	28.575321227588	NA	NA	NA	NA	NA	28.4499686224204	28.6127819015373	28.7417952012589	28.8319356715971	28.9195554136577	NA	NA	NA	NA	NA	29.2778394616295	29.2905175521743	29.2991808940114	29.5105822447756	28.575321227588	NA	NA	NA	NA	NA	28.4499686224204	28.6127819015373	28.7417952012589	28.8319356715971	28.9195554136577	NA	NA	NA	NA	NA	29.2778394616295	29.2905175521743	29.2991808940114	29.5105822447756	28.575321227588	23.2676553779492	24.0189144758958	23.8461791292407	23.7072270948845	24.242471315888	28.4499686224204	28.6127819015373	28.7417952012589	28.8319356715971	28.9195554136577	23.8607512685698	23.8619239500335	23.1938819490282	24.5352627203598	24.3323215473076	29.2778394616295	29.2905175521743	29.2991808940114	29.5105822447756	28.575321227588
sp|Q13509|TBB3_HUMAN	Q13509	TBB3_HUMAN	TUBB3	450	57.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta-3 chain	1	0.999	17	80	3	2	4	1	3	6	4	6	2	6	2	3	3	4	4	9	6	2	6	4			+	0.702191821547824	27.3568185048727	0.856824425501821	0.413201571524061	0.506543509264028	-7.57877006733784	0.17617249431855	27.9918016605079	1.20051188815992	0.259485429531163	0.39641317901011	-6.88698171371145	-0.37197349202054	27.8939011616569	-3.95436595276852	0.00304448500629996	0.0110850479716563	-2.65754995445111	-0.897992819249811	27.4547190037237	-1.08418481128153	0.305787552331876	0.390016458962213	-7.25633518615948	30.7170270534676	30.5956204674775	30.4493655506144	30.2458592006136	30.5860240438307	31.1558232840329	30.7797033283844	30.8087940427943	30.6616423142644	31.0496450114734	30.8851543538375	30.9074634850442	30.710955212775	30.7467135846154	30.7238605761135	31.1590150071705	30.9522546836704	30.6350187123888	30.9962215837972	30.9340262697741	NA	NA	25.8351785965524	NA	NA	26.6435995963597	NA	26.2087983070016	NA	26.5443654865292	NA	26.6741524972936	26.3631607761741	26.5003196528439	26.4226867940887	26.8255229790157	26.5803936058664	NA	26.7335344533954	26.2076990804432	28.0178407808629	27.8930715136699	27.7325591426896	NA	27.8890134264844	28.1323257269308	27.7502177195319	27.9418196511676	27.4860168281241	28.2081971409885	27.6763533341802	27.8354914725529	27.5949646556616	27.759307633909	27.6734549819294	28.243216847951	28.1028694058895	28.1233934900177	28.0892105827059	27.8407492117717	28.0178407808629	27.8930715136699	27.7325591426896	NA	27.8890134264844	28.1323257269308	27.7502177195319	27.9418196511676	27.4860168281241	28.2081971409885	27.6763533341802	27.8354914725529	27.5949646556616	27.759307633909	27.6734549819294	28.243216847951	28.1028694058895	28.1233934900177	28.0892105827059	27.8407492117717	28.0178407808629	27.8930715136699	27.7325591426896	23.4961281067872	27.8890134264844	28.1323257269308	27.7502177195319	27.9418196511676	27.4860168281241	28.2081971409885	27.6763533341802	27.8354914725529	27.5949646556616	27.759307633909	27.6734549819294	28.243216847951	28.1028694058895	28.1233934900177	28.0892105827059	27.8407492117717
sp|Q13523|PRP4B_HUMAN	Q13523	PRP4B_HUMAN	PRPF4B	1007	12.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase PRP4 homolog	0.993	0.999	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q13535|ATR_HUMAN	Q13535	ATR_HUMAN	ATR	2644	9.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase ATR	0.9978	0.9977	1	10	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q13547|HDAC1_HUMAN	Q13547	HDAC1_HUMAN	HDAC1	482	30.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase 1	1	0.999	4	25	4	2	3	2	3	2	1	1	1	2	1	0	0	0	0	1	1	0	0	1			+	-2.88410509882891	24.6567356681959	-4.52907023618511	0.00133410236164897	0.0038661741909011	-1.99497238488835	-0.890471941486592	24.53052725715	-1.9507376360445	0.0816785818566142	0.161661921304955	-5.86492897862533	-0.870608167625306	23.6499872025941	-2.96996207341846	0.0149501955213079	0.039929675812396	-4.30500535770768	1.12302498971701	25.5372757227518	1.54261273290147	0.156479015918483	0.226734900616578	-6.69716352668838	26.6229821324036	NA	26.6136579658351	27.0059262006547	26.6660017074683	26.0363022511514	NA	NA	NA	26.1159785258868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.2593032082902	NA	25.3902756419877	NA	25.5647134210539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.6229821324036	NA	26.6136579658351	27.0059262006547	26.6660017074683	26.0363022511514	NA	NA	NA	26.1159785258868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.6229821324036	NA	26.6136579658351	27.0059262006547	26.6660017074683	26.0363022511514	NA	NA	NA	26.1159785258868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.6229821324036	23.5853730816902	26.6136579658351	27.0059262006547	26.6660017074683	26.0363022511514	24.3217968438968	24.4579570607311	23.9467814578006	26.1159785258868	22.7553641452695	24.04296031208	23.5556599551086	22.6950935135851	23.0243376678639	24.2886123729649	23.8946966196196	24.3811423893824	23.4816409795113	24.3803640705556
sp|Q13595|TRA2A_HUMAN	Q13595	TRA2A_HUMAN	TRA2A	282	34.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transformer-2 protein homolog alpha	1	0.999	3	73	5	6	4	3	4	3	1	1	2	2	4	4	4	3	3	3	5	5	5	6			+	-0.0906447749325601	27.6113781102252	-1.1540355045372	0.27744745421593	0.36479202313576	-7.28120787553154	2.21491976308193	26.524156274402	3.88503784609115	0.00344701559107424	0.0143003693775213	-2.6739089505387	-0.0655604331839541	27.5988359393509	-0.601248884336443	0.561857199394995	0.663022623108775	-7.54320350553697	2.24000410483053	26.5366984452763	3.93683304913816	0.00325741872464987	0.00851325384479045	-2.83990896324988	27.5946369208692	27.7977243503279	27.5982981246234	27.6534414367773	27.6394016558598	26.369247745741	NA	NA	26.359496630989	26.4973532589773	27.6962785160958	27.4544614615708	27.4109455659596	27.6645787915573	27.6040142786113	27.5879953776467	27.4766128483426	27.7641089533389	27.462703830472	27.8666597699143	27.5946369208692	27.7977243503279	27.5982981246234	27.6534414367773	27.6394016558598	26.369247745741	NA	NA	26.359496630989	26.4973532589773	27.6962785160958	27.4544614615708	27.4109455659596	27.6645787915573	27.6040142786113	27.5879953776467	27.4766128483426	27.7641089533389	27.462703830472	27.8666597699143	27.5946369208692	27.7977243503279	27.5982981246234	27.6534414367773	27.6394016558598	26.369247745741	NA	NA	26.359496630989	26.4973532589773	27.6962785160958	27.4544614615708	27.4109455659596	27.6645787915573	27.6040142786113	27.5879953776467	27.4766128483426	27.7641089533389	27.462703830472	27.8666597699143	27.5946369208692	27.7977243503279	27.5982981246234	27.6534414367773	27.6394016558598	26.369247745741	NA	NA	26.359496630989	26.4973532589773	27.6962785160958	27.4544614615708	27.4109455659596	27.6645787915573	27.6040142786113	27.5879953776467	27.4766128483426	27.7641089533389	27.462703830472	27.8666597699143	27.5946369208692	27.7977243503279	27.5982981246234	27.6534414367773	27.6394016558598	26.369247745741	23.8967615785561	23.9606227500416	26.359496630989	26.4973532589773	27.6962785160958	27.4544614615708	27.4109455659596	27.6645787915573	27.6040142786113	27.5879953776467	27.4766128483426	27.7641089533389	27.462703830472	27.8666597699143
sp|Q13601|KRR1_HUMAN	Q13601	KRR1_HUMAN	KRR1	381	16.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	KRR1 small subunit processome component homolog	1	0.999	2	7	2	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q13610|PWP1_HUMAN	Q13610	PWP1_HUMAN	PWP1	501	23.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Periodic tryptophan protein 1 homolog	0.9976	0.999	1	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
